"Plot Title: 1418 Closet and Attic "
"#","Time, GMT-08:00","Temp, ¡C()","RH, %()","Intensity, Lux()","Temp, ¡C()"
2616,09-03-02 12:50:00 ,19.175,71.733,11.8,18.057
2617,09-03-02 12:55:00 ,19.175,71.706,11.8,18.057
2618,09-03-02 13:00:00 ,19.175,71.679,11.8,18.057
2619,09-03-02 13:05:00 ,19.175,71.651,11.8,18.033
2620,09-03-02 13:10:00 ,19.175,71.596,11.8,18.010
2621,09-03-02 13:15:00 ,19.175,71.541,3.9,17.986
2622,09-03-02 13:20:00 ,19.175,71.459,3.9,17.986
2623,09-03-02 13:25:00 ,19.175,71.431,3.9,17.962
2624,09-03-02 13:30:00 ,19.175,71.376,11.8,17.962
2625,09-03-02 13:35:00 ,19.151,71.316,11.8,17.986
2626,09-03-02 13:40:00 ,19.151,71.261,11.8,17.986
2627,09-03-02 13:45:00 ,19.151,71.206,3.9,18.057
2628,09-03-02 13:50:00 ,19.151,71.206,11.8,18.081
2629,09-03-02 13:55:00 ,19.151,71.151,11.8,18.081
2630,09-03-02 14:00:00 ,19.151,71.124,3.9,18.129
2631,09-03-02 14:05:00 ,19.127,71.092,3.9,18.105
2632,09-03-02 14:10:00 ,19.127,71.064,3.9,18.081
2633,09-03-02 14:15:00 ,19.127,71.064,3.9,18.057
2634,09-03-02 14:20:00 ,19.127,71.036,3.9,18.033
2635,09-03-02 14:25:00 ,19.127,71.009,3.9,17.986
2636,09-03-02 14:30:00 ,19.127,70.981,3.9,17.962
2637,09-03-02 14:35:00 ,19.127,70.954,3.9,17.915
2638,09-03-02 14:40:00 ,19.127,70.926,3.9,17.915
2639,09-03-02 14:45:00 ,19.127,70.926,3.9,17.891
2640,09-03-02 14:50:00 ,19.103,70.894,3.9,17.843
2641,09-03-02 14:55:00 ,19.103,70.866,3.9,17.819
2642,09-03-02 15:00:00 ,19.103,70.839,11.8,17.796
2643,09-03-02 15:05:00 ,19.103,70.811,3.9,17.772
2644,09-03-02 15:10:00 ,19.080,70.807,3.9,17.724
2645,09-03-02 15:15:00 ,19.080,70.779,3.9,17.653
2646,09-03-02 15:20:00 ,19.080,70.751,3.9,17.605
2647,09-03-02 15:25:00 ,19.056,70.747,3.9,17.558
2648,09-03-02 15:30:00 ,19.056,70.719,3.9,17.510
2649,09-03-02 15:35:00 ,19.032,70.687,3.9,17.486
2650,09-03-02 15:40:00 ,19.032,70.659,3.9,17.415
2651,09-03-02 15:45:00 ,19.032,70.632,3.9,17.368
2652,09-03-02 15:50:00 ,19.008,70.627,3.9,17.296
2653,09-03-02 15:55:00 ,19.008,70.600,3.9,17.225
2654,09-03-02 16:00:00 ,18.985,70.568,3.9,17.177
2655,09-03-02 16:05:00 ,18.961,70.508,3.9,17.130
2656,09-03-02 16:10:00 ,18.961,70.508,3.9,17.106
2657,09-03-02 16:15:00 ,18.937,70.503,11.8,17.034
2658,09-03-02 16:20:00 ,18.937,70.420,3.9,17.011
2659,09-03-02 16:25:00 ,18.913,70.360,3.9,16.987
2660,09-03-02 16:30:00 ,18.889,70.384,3.9,16.915
2661,09-03-02 16:35:00 ,18.889,70.356,11.8,16.892
2662,09-03-02 16:40:00 ,18.866,70.324,3.9,16.844
2663,09-03-02 16:45:00 ,18.842,70.292,3.9,16.796
2664,09-03-02 16:50:00 ,18.842,70.264,11.8,16.749
2665,09-03-02 16:55:00 ,18.818,70.232,3.9,16.725
2666,09-03-02 17:00:00 ,18.818,70.204,3.9,16.701
2667,09-03-02 17:05:00 ,18.794,70.172,3.9,16.654
2668,09-03-02 17:10:00 ,18.794,70.144,3.9,16.606
2669,09-03-02 17:15:00 ,18.771,70.140,3.9,16.558
2670,09-03-02 17:20:00 ,18.747,70.108,3.9,16.534
2671,09-03-02 17:25:00 ,18.747,70.108,3.9,16.463
2672,09-03-02 17:30:00 ,18.723,70.103,3.9,16.463
2673,09-03-02 17:35:00 ,18.723,70.076,3.9,16.463
2674,09-03-02 17:40:00 ,18.699,70.099,3.9,16.439
2675,09-03-02 17:45:00 ,18.675,70.095,3.9,16.415
2676,09-03-02 17:50:00 ,18.675,70.095,3.9,16.415
2677,09-03-02 17:55:00 ,18.652,70.090,3.9,16.368
2678,09-03-02 18:00:00 ,18.652,70.090,3.9,16.344
2679,09-03-02 18:05:00 ,18.628,70.086,3.9,16.344
2680,09-03-02 18:10:00 ,18.628,70.058,3.9,16.320
2681,09-03-02 18:15:00 ,18.604,70.054,3.9,16.320
2682,09-03-02 18:20:00 ,18.604,70.054,3.9,16.296
2683,09-03-02 18:25:00 ,18.580,70.049,3.9,16.272
2684,09-03-02 18:30:00 ,18.557,70.045,3.9,16.272
2685,09-03-02 18:35:00 ,18.557,70.045,3.9,16.272
2686,09-03-02 18:40:00 ,18.557,70.045,3.9,16.249
2687,09-03-02 18:45:00 ,18.533,70.040,3.9,16.249
2688,09-03-02 18:50:00 ,18.533,70.040,3.9,16.225
2689,09-03-02 18:55:00 ,18.509,70.036,3.9,16.177
2690,09-03-02 19:00:00 ,18.509,70.036,11.8,16.201
2691,09-03-02 19:05:00 ,18.485,70.032,3.9,16.177
2692,09-03-02 19:10:00 ,18.461,70.027,11.8,16.153
2693,09-03-02 19:15:00 ,18.461,70.027,3.9,16.106
2694,09-03-02 19:20:00 ,18.461,70.000,3.9,16.106
2695,09-03-02 19:25:00 ,18.438,70.023,3.9,16.034
2696,09-03-02 19:30:00 ,18.438,70.023,11.8,16.034
2697,09-03-02 19:35:00 ,18.414,70.018,3.9,16.010
2698,09-03-02 19:40:00 ,18.414,70.046,3.9,15.986
2699,09-03-02 19:45:00 ,18.390,70.014,3.9,15.963
2700,09-03-02 19:50:00 ,18.390,70.014,3.9,15.939
2701,09-03-02 19:55:00 ,18.390,70.042,3.9,15.939
2702,09-03-02 20:00:00 ,18.366,70.037,3.9,15.891
2703,09-03-02 20:05:00 ,18.366,70.010,3.9,15.891
2704,09-03-02 20:10:00 ,18.343,70.005,3.9,15.867
2705,09-03-02 20:15:00 ,18.343,70.005,3.9,15.843
2706,09-03-02 20:20:00 ,18.319,70.001,3.9,15.819
2707,09-03-02 20:25:00 ,18.319,70.001,3.9,15.796
2708,09-03-02 20:30:00 ,18.319,70.001,3.9,15.748
2709,09-03-02 20:35:00 ,18.319,69.973,3.9,15.772
2710,09-03-02 20:40:00 ,18.295,69.996,3.9,15.748
2711,09-03-02 20:45:00 ,18.295,69.969,3.9,15.748
2712,09-03-02 20:50:00 ,18.271,70.075,3.9,15.819
2713,09-03-02 20:55:00 ,18.271,70.352,3.9,16.034
2714,09-03-02 21:00:00 ,18.319,70.692,3.9,16.320
2715,09-03-02 21:05:00 ,18.366,71.196,3.9,16.606
2716,09-03-02 21:10:00 ,18.414,71.534,11.8,16.892
2717,09-03-02 21:15:00 ,18.509,71.771,3.9,17.153
2718,09-03-02 21:20:00 ,18.628,72.040,3.9,17.415
2719,09-03-02 21:25:00 ,18.747,72.118,11.8,17.510
2720,09-03-02 21:30:00 ,18.842,71.999,3.9,17.486
2721,09-03-02 21:35:00 ,18.961,71.803,3.9,17.344
2722,09-03-02 21:40:00 ,19.032,71.569,3.9,17.249
2723,09-03-02 21:45:00 ,19.056,71.299,3.9,17.153
2724,09-03-02 21:50:00 ,19.103,71.059,3.9,17.011
2725,09-03-02 21:55:00 ,19.127,70.871,3.9,16.915
2726,09-03-02 22:00:00 ,19.127,70.732,3.9,16.820
2727,09-03-02 22:05:00 ,19.127,70.594,3.9,16.749
2728,09-03-02 22:10:00 ,19.127,70.566,3.9,16.725
2729,09-03-02 22:15:00 ,19.127,70.705,3.9,16.892
2730,09-03-02 22:20:00 ,19.175,70.935,3.9,17.082
2731,09-03-02 22:25:00 ,19.222,70.971,3.9,17.225
2732,09-03-02 22:30:00 ,19.246,70.865,3.9,17.153
2733,09-03-02 22:35:00 ,19.294,70.708,3.9,17.058
2734,09-03-02 22:40:00 ,19.318,70.574,3.9,16.939
2735,09-03-02 22:45:00 ,19.318,70.463,11.8,16.820
2736,09-03-02 22:50:00 ,19.318,70.380,11.8,16.677
2737,09-03-02 22:55:00 ,19.318,70.269,11.8,16.606
2738,09-03-02 23:00:00 ,19.341,70.190,3.9,16.534
2739,09-03-02 23:05:00 ,19.318,70.130,11.8,16.463
2740,09-03-02 23:10:00 ,19.318,70.186,3.9,16.558
2741,09-03-02 23:15:00 ,19.318,70.297,11.8,16.796
2742,09-03-02 23:20:00 ,19.341,70.329,11.8,16.939
2743,09-03-02 23:25:00 ,19.365,70.278,11.8,16.963
2744,09-03-02 23:30:00 ,19.389,70.255,3.9,16.892
2745,09-03-02 23:35:00 ,19.413,70.231,11.8,16.796
2746,09-03-02 23:40:00 ,19.413,70.176,3.9,16.677
2747,09-03-02 23:45:00 ,19.413,70.092,11.8,16.606
2748,09-03-02 23:50:00 ,19.413,70.036,11.8,16.487
2749,09-03-02 23:55:00 ,19.413,69.981,11.8,16.415
2750,09-03-03 00:00:00 ,19.413,69.925,3.9,16.296
2751,09-03-03 00:05:00 ,19.413,69.925,11.8,16.201
2752,09-03-03 00:10:00 ,19.413,69.897,3.9,16.129
2753,09-03-03 00:15:00 ,19.389,69.865,11.8,16.058
2754,09-03-03 00:20:00 ,19.365,69.861,11.8,15.986
2755,09-03-03 00:25:00 ,19.341,69.856,11.8,15.963
2756,09-03-03 00:30:00 ,19.318,69.824,11.8,15.939
2757,09-03-03 00:35:00 ,19.318,69.824,3.9,15.891
2758,09-03-03 00:40:00 ,19.294,69.820,3.9,15.843
2759,09-03-03 00:45:00 ,19.246,69.755,3.9,15.772
2760,09-03-03 00:50:00 ,19.222,69.779,3.9,15.748
2761,09-03-03 00:55:00 ,19.199,69.746,3.9,15.700
2762,09-03-03 01:00:00 ,19.175,69.742,3.9,15.700
2763,09-03-03 01:05:00 ,19.127,69.761,3.9,15.652
2764,09-03-03 01:10:00 ,19.103,69.785,3.9,15.629
2765,09-03-03 01:15:00 ,19.080,69.780,3.9,15.605
2766,09-03-03 01:20:00 ,19.032,69.799,3.9,15.581
2767,09-03-03 01:25:00 ,19.008,69.823,3.9,15.533
2768,09-03-03 01:30:00 ,18.985,69.818,3.9,15.509
2769,09-03-03 01:35:00 ,18.961,69.842,3.9,15.485
2770,09-03-03 01:40:00 ,18.937,69.837,3.9,15.438
2771,09-03-03 01:45:00 ,18.913,69.861,3.9,15.414
2772,09-03-03 01:50:00 ,18.842,69.848,3.9,15.414
2773,09-03-03 01:55:00 ,18.842,69.876,3.9,15.414
2774,09-03-03 02:00:00 ,18.818,69.871,11.8,15.366
2775,09-03-03 02:05:00 ,18.771,69.862,11.8,15.342
2776,09-03-03 02:10:00 ,18.747,69.858,3.9,15.270
2777,09-03-03 02:15:00 ,18.723,69.854,3.9,15.270
2778,09-03-03 02:20:00 ,18.699,69.877,3.9,15.247
2779,09-03-03 02:25:00 ,18.675,69.900,11.8,15.199
2780,09-03-03 02:30:00 ,18.652,69.896,3.9,15.175
2781,09-03-03 02:35:00 ,18.628,69.892,3.9,15.175
2782,09-03-03 02:40:00 ,18.580,69.911,3.9,15.151
2783,09-03-03 02:45:00 ,18.557,69.934,11.8,15.127
2784,09-03-03 02:50:00 ,18.533,69.957,11.8,15.079
2785,09-03-03 02:55:00 ,18.485,69.948,3.9,15.031
2786,09-03-03 03:00:00 ,18.461,69.972,3.9,15.008
2787,09-03-03 03:05:00 ,18.438,69.995,3.9,14.984
2788,09-03-03 03:10:00 ,18.414,70.018,3.9,14.960
2789,09-03-03 03:15:00 ,18.366,70.010,3.9,14.888
2790,09-03-03 03:20:00 ,18.343,70.033,3.9,14.888
2791,09-03-03 03:25:00 ,18.319,70.056,3.9,14.840
2792,09-03-03 03:30:00 ,18.271,70.075,3.9,14.792
2793,09-03-03 03:35:00 ,18.247,70.098,3.9,14.792
2794,09-03-03 03:40:00 ,18.224,70.122,3.9,14.745
2795,09-03-03 03:45:00 ,18.176,70.141,3.9,14.697
2796,09-03-03 03:50:00 ,18.152,70.136,3.9,14.649
2797,09-03-03 03:55:00 ,18.129,70.187,3.9,14.649
2798,09-03-03 04:00:00 ,18.081,70.178,11.8,14.625
2799,09-03-03 04:05:00 ,18.081,70.206,3.9,14.625
2800,09-03-03 04:10:00 ,18.033,70.225,3.9,14.577
2801,09-03-03 04:15:00 ,18.010,70.248,3.9,14.553
2802,09-03-03 04:20:00 ,17.986,70.271,3.9,14.505
2803,09-03-03 04:25:00 ,17.962,70.294,3.9,14.505
2804,09-03-03 04:30:00 ,17.938,70.317,3.9,14.505
2805,09-03-03 04:35:00 ,17.891,70.308,3.9,14.505
2806,09-03-03 04:40:00 ,17.891,70.336,3.9,14.505
2807,09-03-03 04:45:00 ,17.843,70.355,3.9,14.457
2808,09-03-03 04:50:00 ,17.819,70.350,3.9,14.457
2809,09-03-03 04:55:00 ,17.796,70.374,3.9,14.457
2810,09-03-03 05:00:00 ,17.772,70.397,3.9,14.457
2811,09-03-03 05:05:00 ,17.748,70.420,3.9,14.457
2812,09-03-03 05:10:00 ,17.724,70.415,3.9,14.457
2813,09-03-03 05:15:00 ,17.701,70.438,3.9,14.409
2814,09-03-03 05:20:00 ,17.677,70.462,3.9,14.409
2815,09-03-03 05:25:00 ,17.653,70.457,3.9,14.361
2816,09-03-03 05:30:00 ,17.629,70.480,3.9,14.361
2817,09-03-03 05:35:00 ,17.605,70.503,3.9,14.337
2818,09-03-03 05:40:00 ,17.582,70.499,3.9,14.314
2819,09-03-03 05:45:00 ,17.558,70.494,3.9,14.337
2820,09-03-03 05:50:00 ,17.534,70.517,3.9,14.290
2821,09-03-03 05:55:00 ,17.510,70.513,3.9,14.266
2822,09-03-03 06:00:00 ,17.486,70.564,3.9,14.266
2823,09-03-03 06:05:00 ,17.463,70.559,3.9,14.242
2824,09-03-03 06:10:00 ,17.439,70.582,3.9,14.266
2825,09-03-03 06:15:00 ,17.415,70.578,3.9,14.218
2826,09-03-03 06:20:00 ,17.391,70.573,3.9,14.218
2827,09-03-03 06:25:00 ,17.368,70.596,3.9,14.218
2828,09-03-03 06:30:00 ,17.344,70.592,3.9,14.218
2829,09-03-03 06:35:00 ,17.320,70.615,3.9,14.218
2830,09-03-03 06:40:00 ,17.320,70.615,3.9,14.218
2831,09-03-03 06:45:00 ,17.296,70.555,3.9,14.242
2832,09-03-03 06:50:00 ,17.272,70.523,3.9,14.337
2833,09-03-03 06:55:00 ,17.249,70.793,3.9,14.649
2834,09-03-03 07:00:00 ,17.272,71.072,3.9,15.031
2835,09-03-03 07:05:00 ,17.320,71.763,3.9,15.366
2836,09-03-03 07:10:00 ,17.391,72.402,3.9,15.724
2837,09-03-03 07:15:00 ,17.510,72.912,3.9,15.963
2838,09-03-03 07:20:00 ,17.605,72.930,3.9,15.986
2839,09-03-03 07:25:00 ,17.701,72.624,3.9,15.986
2840,09-03-03 07:30:00 ,17.796,72.480,3.9,15.939
2841,09-03-03 07:35:00 ,17.867,72.276,3.9,15.843
2842,09-03-03 07:40:00 ,17.915,72.068,3.9,15.724
2843,09-03-03 07:45:00 ,17.962,71.968,3.9,15.700
2844,09-03-03 07:50:00 ,17.986,71.836,3.9,15.652
2845,09-03-03 07:55:00 ,18.010,71.704,3.9,15.652
2846,09-03-03 08:00:00 ,18.033,71.626,3.9,15.629
2847,09-03-03 08:05:00 ,18.033,71.544,3.9,15.629
2848,09-03-03 08:10:00 ,18.057,71.439,3.9,15.605
2849,09-03-03 08:15:00 ,18.081,71.334,3.9,15.581
2850,09-03-03 08:20:00 ,18.081,71.279,3.9,15.533
2851,09-03-03 08:25:00 ,18.081,71.225,3.9,15.509
2852,09-03-03 08:30:00 ,18.081,71.170,3.9,15.485
2853,09-03-03 08:35:00 ,18.081,71.142,3.9,15.438
2854,09-03-03 08:40:00 ,18.057,71.193,3.9,15.414
2855,09-03-03 08:45:00 ,18.057,71.110,3.9,15.414
2856,09-03-03 08:50:00 ,18.057,71.330,3.9,15.581
2857,09-03-03 08:55:00 ,18.057,71.631,3.9,15.796
2858,09-03-03 09:00:00 ,18.081,72.127,3.9,16.106
2859,09-03-03 09:05:00 ,18.152,72.603,3.9,16.463
2860,09-03-03 09:10:00 ,18.224,73.023,3.9,16.749
2861,09-03-03 09:15:00 ,18.343,73.263,11.8,17.130
2862,09-03-03 09:20:00 ,18.461,73.205,11.8,17.415
2863,09-03-03 09:25:00 ,18.604,73.178,3.9,17.701
2864,09-03-03 09:30:00 ,18.747,73.369,11.8,17.915
2865,09-03-03 09:35:00 ,18.889,73.775,11.8,17.867
2866,09-03-03 09:40:00 ,19.008,73.690,3.9,17.772
2867,09-03-03 09:45:00 ,19.103,73.465,3.9,17.605
2868,09-03-03 09:50:00 ,19.199,73.022,11.8,17.415
2869,09-03-03 09:55:00 ,19.222,72.727,11.8,17.249
2870,09-03-03 10:00:00 ,19.270,72.546,3.9,17.130
2871,09-03-03 10:05:00 ,19.318,72.363,3.9,16.987
2872,09-03-03 10:10:00 ,19.318,72.199,11.8,16.915
2873,09-03-03 10:15:00 ,19.341,72.067,11.8,16.868
2874,09-03-03 10:20:00 ,19.318,71.898,11.8,16.796
2875,09-03-03 10:25:00 ,19.341,71.765,11.8,16.701
2876,09-03-03 10:30:00 ,19.318,71.678,11.8,16.630
2877,09-03-03 10:35:00 ,19.318,71.568,11.8,16.630
2878,09-03-03 10:40:00 ,19.318,71.513,11.8,16.582
2879,09-03-03 10:45:00 ,19.294,71.426,11.8,16.582
2880,09-03-03 10:50:00 ,19.270,71.366,11.8,16.582
2881,09-03-03 10:55:00 ,19.246,71.334,11.8,16.558
2882,09-03-03 11:00:00 ,19.222,71.302,11.8,16.558
2883,09-03-03 11:05:00 ,19.222,71.247,11.8,16.534
2884,09-03-03 11:10:00 ,19.175,71.211,3.9,16.487
2885,09-03-03 11:15:00 ,19.151,71.179,11.8,16.463
2886,09-03-03 11:20:00 ,19.127,71.119,3.9,16.463
2887,09-03-03 11:25:00 ,19.103,71.087,3.9,16.439
2888,09-03-03 11:30:00 ,19.080,71.083,3.9,16.415
2889,09-03-03 11:35:00 ,19.032,71.074,3.9,16.415
2890,09-03-03 11:40:00 ,19.008,71.042,3.9,16.368
2891,09-03-03 11:45:00 ,18.985,71.037,3.9,16.344
2892,09-03-03 11:50:00 ,18.961,71.033,3.9,16.344
2893,09-03-03 11:55:00 ,18.937,71.001,3.9,16.344
2894,09-03-03 12:00:00 ,18.913,70.996,11.8,16.368
2895,09-03-03 12:05:00 ,18.866,70.987,3.9,16.415
2896,09-03-03 12:10:00 ,18.842,70.983,3.9,16.463
2897,09-03-03 12:15:00 ,18.818,71.006,3.9,16.463
2898,09-03-03 12:20:00 ,18.794,71.029,3.9,16.534
2899,09-03-03 12:25:00 ,18.771,70.997,11.8,16.582
2900,09-03-03 12:30:00 ,18.747,71.020,3.9,16.654
2901,09-03-03 12:35:00 ,18.723,71.043,11.8,16.725
2902,09-03-03 12:40:00 ,18.699,71.066,11.8,16.796
2903,09-03-03 12:45:00 ,18.675,71.062,3.9,16.844
2904,09-03-03 12:50:00 ,18.652,71.085,3.9,16.939
2905,09-03-03 12:55:00 ,18.652,71.112,3.9,17.011
2906,09-03-03 13:00:00 ,18.628,71.108,11.8,17.034
2907,09-03-03 13:05:00 ,18.628,71.108,3.9,17.106
2908,09-03-03 13:10:00 ,18.604,71.103,3.9,17.130
2909,09-03-03 13:15:00 ,18.580,71.099,3.9,17.201
2910,09-03-03 13:20:00 ,18.557,71.094,3.9,17.225
2911,09-03-03 13:25:00 ,18.557,71.094,3.9,17.272
2912,09-03-03 13:30:00 ,18.557,71.122,3.9,17.296
2913,09-03-03 13:35:00 ,18.557,71.122,3.9,17.296
2914,09-03-03 13:40:00 ,18.533,71.117,3.9,17.320
2915,09-03-03 13:45:00 ,18.533,71.117,3.9,17.296
2916,09-03-03 13:50:00 ,18.509,71.140,3.9,17.225
2917,09-03-03 13:55:00 ,18.509,71.113,3.9,17.177
2918,09-03-03 14:00:00 ,18.509,71.085,3.9,17.153
2919,09-03-03 14:05:00 ,18.485,71.053,11.8,17.130
2920,09-03-03 14:10:00 ,18.485,71.026,3.9,17.082
2921,09-03-03 14:15:00 ,18.461,70.994,3.9,17.034
2922,09-03-03 14:20:00 ,18.461,70.994,3.9,17.034
2923,09-03-03 14:25:00 ,18.461,70.966,3.9,17.011
2924,09-03-03 14:30:00 ,18.461,70.911,3.9,17.011
2925,09-03-03 14:35:00 ,18.438,70.907,3.9,16.987
2926,09-03-03 14:40:00 ,18.438,70.907,3.9,16.963
2927,09-03-03 14:45:00 ,18.414,70.847,3.9,16.939
2928,09-03-03 14:50:00 ,18.414,70.847,3.9,16.939
2929,09-03-03 14:55:00 ,18.414,70.820,3.9,16.915
2930,09-03-03 15:00:00 ,18.390,70.815,3.9,16.892
2931,09-03-03 15:05:00 ,18.366,70.783,3.9,16.844
2932,09-03-03 15:10:00 ,18.366,70.756,3.9,16.796
2933,09-03-03 15:15:00 ,18.366,70.728,3.9,16.749
2934,09-03-03 15:20:00 ,18.366,70.701,3.9,16.677
2935,09-03-03 15:25:00 ,18.343,70.669,3.9,16.630
2936,09-03-03 15:30:00 ,18.343,70.641,3.9,16.582
2937,09-03-03 15:35:00 ,18.319,70.637,3.9,16.534
2938,09-03-03 15:40:00 ,18.319,70.609,3.9,16.487
2939,09-03-03 15:45:00 ,18.295,70.577,3.9,16.439
2940,09-03-03 15:50:00 ,18.295,70.549,3.9,16.368
2941,09-03-03 15:55:00 ,18.271,70.545,3.9,16.344
2942,09-03-03 16:00:00 ,18.271,70.517,3.9,16.272
2943,09-03-03 16:05:00 ,18.247,70.485,3.9,16.225
2944,09-03-03 16:10:00 ,18.224,70.481,3.9,16.177
2945,09-03-03 16:15:00 ,18.224,70.453,3.9,16.129
2946,09-03-03 16:20:00 ,18.200,70.421,3.9,16.034
2947,09-03-03 16:25:00 ,18.176,70.417,3.9,15.963
2948,09-03-03 16:30:00 ,18.176,70.417,3.9,15.915
2949,09-03-03 16:35:00 ,18.152,70.357,3.9,15.867
2950,09-03-03 16:40:00 ,18.129,70.353,3.9,15.796
2951,09-03-03 16:45:00 ,18.105,70.321,3.9,15.748
2952,09-03-03 16:50:00 ,18.081,70.316,3.9,15.724
2953,09-03-03 16:55:00 ,18.057,70.312,3.9,15.676
2954,09-03-03 17:00:00 ,18.033,70.307,3.9,15.629
2955,09-03-03 17:05:00 ,18.010,70.303,3.9,15.581
2956,09-03-03 17:10:00 ,17.986,70.271,3.9,15.557
2957,09-03-03 17:15:00 ,17.986,70.271,3.9,15.485
2958,09-03-03 17:20:00 ,17.962,70.184,3.9,15.414
2959,09-03-03 17:25:00 ,17.938,70.207,3.9,15.342
2960,09-03-03 17:30:00 ,17.891,70.198,3.9,15.270
2961,09-03-03 17:35:00 ,17.891,70.198,3.9,15.247
2962,09-03-03 17:40:00 ,17.867,70.194,3.9,15.199
2963,09-03-03 17:45:00 ,17.843,70.217,3.9,15.127
2964,09-03-03 17:50:00 ,17.796,70.208,3.9,15.103
2965,09-03-03 17:55:00 ,17.796,70.208,3.9,15.079
2966,09-03-03 18:00:00 ,17.772,70.204,3.9,15.031
2967,09-03-03 18:05:00 ,17.748,70.227,3.9,15.008
2968,09-03-03 18:10:00 ,17.701,70.218,3.9,14.960
2969,09-03-03 18:15:00 ,17.701,70.218,3.9,14.912
2970,09-03-03 18:20:00 ,17.653,70.237,3.9,14.888
2971,09-03-03 18:25:00 ,17.629,70.232,3.9,14.840
2972,09-03-03 18:30:00 ,17.605,70.228,3.9,14.816
2973,09-03-03 18:35:00 ,17.582,70.251,3.9,14.745
2974,09-03-03 18:40:00 ,17.558,70.246,3.9,14.721
2975,09-03-03 18:45:00 ,17.534,70.242,3.9,14.673
2976,09-03-03 18:50:00 ,17.510,70.265,3.9,14.601
2977,09-03-03 18:55:00 ,17.486,70.261,3.9,14.553
2978,09-03-03 19:00:00 ,17.463,70.256,3.9,14.433
2979,09-03-03 19:05:00 ,17.439,70.307,3.9,14.481
2980,09-03-03 19:10:00 ,17.415,70.523,11.8,14.697
2981,09-03-03 19:15:00 ,17.415,70.770,11.8,14.960
2982,09-03-03 19:20:00 ,17.439,71.158,3.9,15.270
2983,09-03-03 19:25:00 ,17.510,71.472,11.8,15.581
2984,09-03-03 19:30:00 ,17.582,71.759,3.9,15.891
2985,09-03-03 19:35:00 ,17.677,71.968,3.9,16.177
2986,09-03-03 19:40:00 ,17.796,72.181,3.9,16.415
2987,09-03-03 19:45:00 ,17.915,72.285,11.8,16.701
2988,09-03-03 19:50:00 ,18.033,72.281,3.9,16.939
2989,09-03-03 19:55:00 ,18.176,72.199,3.9,17.153
2990,09-03-03 20:00:00 ,18.319,71.981,3.9,17.391
2991,09-03-03 20:05:00 ,18.461,71.844,3.9,17.605
2992,09-03-03 20:10:00 ,18.604,71.735,3.9,17.796
2993,09-03-03 20:15:00 ,18.747,71.680,3.9,17.772
2994,09-03-03 20:20:00 ,18.889,71.789,3.9,17.653
2995,09-03-03 20:25:00 ,19.008,71.592,3.9,17.463
2996,09-03-03 20:30:00 ,19.056,71.299,3.9,17.272
2997,09-03-03 20:35:00 ,19.127,71.009,11.8,17.106
2998,09-03-03 20:40:00 ,19.151,70.820,3.9,17.034
2999,09-03-03 20:45:00 ,19.199,70.829,11.8,17.153
3000,09-03-03 20:50:00 ,19.222,70.833,11.8,17.368
3001,09-03-03 20:55:00 ,19.294,70.874,11.8,17.653
3002,09-03-03 21:00:00 ,19.365,70.860,11.8,17.701
3003,09-03-03 21:05:00 ,19.413,70.703,11.8,17.629
3004,09-03-03 21:10:00 ,19.460,70.490,11.8,17.510
3005,09-03-03 21:15:00 ,19.484,70.328,11.8,17.368
3006,09-03-03 21:20:00 ,19.508,70.277,11.8,17.249
3007,09-03-03 21:25:00 ,19.508,70.165,11.8,17.153
3008,09-03-03 21:30:00 ,19.508,70.110,11.8,17.201
3009,09-03-03 21:35:00 ,19.532,70.170,11.8,17.415
3010,09-03-03 21:40:00 ,19.555,70.285,11.8,17.701
3011,09-03-03 21:45:00 ,19.603,70.266,11.8,17.819
3012,09-03-03 21:50:00 ,19.651,70.192,3.9,17.772
3013,09-03-03 21:55:00 ,19.698,70.089,11.8,17.677
3014,09-03-03 22:00:00 ,19.722,70.038,11.8,17.558
3015,09-03-03 22:05:00 ,19.746,69.959,11.8,17.439
3016,09-03-03 22:10:00 ,19.770,69.879,11.8,17.296
3017,09-03-03 22:15:00 ,19.770,69.796,11.8,17.225
3018,09-03-03 22:20:00 ,19.746,69.707,3.9,17.272
3019,09-03-03 22:25:00 ,19.746,69.735,11.8,17.415
3020,09-03-03 22:30:00 ,19.770,69.824,3.9,17.701
3021,09-03-03 22:35:00 ,19.793,69.828,3.9,17.843
3022,09-03-03 22:40:00 ,19.841,69.837,11.8,17.819
3023,09-03-03 22:45:00 ,19.865,69.785,11.8,17.724
3024,09-03-03 22:50:00 ,19.888,69.734,11.8,17.582
3025,09-03-03 22:55:00 ,19.912,69.654,11.8,17.463
3026,09-03-03 23:00:00 ,19.912,69.598,11.8,17.344
3027,09-03-03 23:05:00 ,19.912,69.542,11.8,17.249
3028,09-03-03 23:10:00 ,19.912,69.514,11.8,17.106
3029,09-03-03 23:15:00 ,19.888,69.482,11.8,17.011
3030,09-03-03 23:20:00 ,19.888,69.454,11.8,16.915
3031,09-03-03 23:25:00 ,19.888,69.426,3.9,16.820
3032,09-03-03 23:30:00 ,19.865,69.366,3.9,16.725
3033,09-03-03 23:35:00 ,19.841,69.333,11.8,16.630
3034,09-03-03 23:40:00 ,19.817,69.329,3.9,16.558
3035,09-03-03 23:45:00 ,19.793,69.268,11.8,16.487
3036,09-03-03 23:50:00 ,19.770,69.264,3.9,16.415
3037,09-03-03 23:55:00 ,19.722,69.227,3.9,16.368
